good,mean,bad,state_abb,date
366,126,33,WA,2020-03-23
366,44,19,WV,2020-03-23
366,44,23,WI,2020-03-23
366,56,16,WY,2020-03-23
201,32,19,AL,2020-03-24
366,55,15,AK,2020-03-24
366,40,23,AZ,2020-03-24
366,36,18,AR,2020-03-24
82,31,19,CA,2020-03-24
366,33,19,CO,2020-03-24
66,20,13,CT,2020-03-24
117,23,13,DE,2020-03-24
103,17,10,DC,2020-03-24
139,29,19,FL,2020-03-24
87,26,17,GA,2020-03-24
366,61,17,HI,2020-03-24
366,38,18,ID,2020-03-24
65,25,16,IL,2020-03-24
120,28,18,IN,2020-03-24
160,32,19,IA,2020-03-24
340,36,19,KS,2020-03-24
366,35,20,KY,2020-03-24
67,21,13,LA,2020-03-24
366,56,20,ME,2020-03-24
72,21,14,MD,2020-03-24
67,23,15,MA,2020-03-24
366,49,28,MI,2020-03-24
366,39,20,MN,2020-03-24
241,34,20,MS,2020-03-24
297,36,21,MO,2020-03-24
366,122,20,MT,2020-03-24
341,31,17,NE,2020-03-24
366,38,20,NV,2020-03-24
366,37,18,NH,2020-03-24
59,22,14,NJ,2020-03-24
366,30,17,NM,2020-03-24
87,30,18,NY,2020-03-24
283,33,20,NC,2020-03-24
366,38,18,ND,2020-03-24
118,32,19,OH,2020-03-24
366,40,21,OK,2020-03-24
366,54,20,OR,2020-03-24
81,22,15,PA,2020-03-24
72,20,13,RI,2020-03-24
273,35,19,SC,2020-03-24
238,26,15,SD,2020-03-24
366,42,22,TN,2020-03-24
94,30,19,TX,2020-03-24
366,39,20,UT,2020-03-24
366,70,18,VT,2020-03-24
96,24,16,VA,2020-03-24
366,366,39,WA,2020-03-24
366,41,19,WV,2020-03-24
366,48,23,WI,2020-03-24
366,57,15,WY,2020-03-24
185,32,19,AL,2020-03-25
366,56,15,AK,2020-03-25
366,42,22,AZ,2020-03-25
366,36,17,AR,2020-03-25
112,34,22,CA,2020-03-25
366,38,20,CO,2020-03-25
62,20,13,CT,2020-03-25
113,23,13,DE,2020-03-25
89,16,10,DC,2020-03-25
156,32,21,FL,2020-03-25
100,28,18,GA,2020-03-25
366,71,18,HI,2020-03-25
366,43,18,ID,2020-03-25
68,26,17,IL,2020-03-25
102,30,19,IN,2020-03-25
124,32,19,IA,2020-03-25
366,35,19,KS,2020-03-25
366,35,21,KY,2020-03-25
102,24,15,LA,2020-03-25
366,59,18,ME,2020-03-25
90,21,14,MD,2020-03-25
87,24,15,MA,2020-03-25
366,52,27,MI,2020-03-25
366,39,21,MN,2020-03-25
240,35,19,MS,2020-03-25
366,40,21,MO,2020-03-25
366,184,22,MT,2020-03-25
366,31,17,NE,2020-03-25
366,44,20,NV,2020-03-25
366,37,17,NH,2020-03-25
70,25,16,NJ,2020-03-25
366,31,17,NM,2020-03-25
112,31,19,NY,2020-03-25
238,34,20,NC,2020-03-25
366,39,17,ND,2020-03-25
147,34,21,OH,2020-03-25
366,42,21,OK,2020-03-25
366,58,21,OR,2020-03-25
85,23,15,PA,2020-03-25
72,20,13,RI,2020-03-25
366,38,19,SC,2020-03-25
161,25,14,SD,2020-03-25
366,48,24,TN,2020-03-25
121,32,20,TX,2020-03-25
366,41,21,UT,2020-03-25
366,94,17,VT,2020-03-25
76,24,16,VA,2020-03-25
366,366,42,WA,2020-03-25
366,42,19,WV,2020-03-25
366,50,23,WI,2020-03-25
366,61,16,WY,2020-03-25
362,32,19,AL,2020-03-26
366,56,14,AK,2020-03-26
366,44,22,AZ,2020-03-26
366,36,17,AR,2020-03-26
136,38,23,CA,2020-03-26
366,43,22,CO,2020-03-26
58,21,13,CT,2020-03-26
152,22,13,DE,2020-03-26
266,16,10,DC,2020-03-26
159,40,23,FL,2020-03-26
98,29,18,GA,2020-03-26
366,80,18,HI,2020-03-26
366,58,19,ID,2020-03-26
94,27,17,IL,2020-03-26
151,33,19,IN,2020-03-26
196,32,19,IA,2020-03-26
366,35,18,KS,2020-03-26
366,35,21,KY,2020-03-26
155,29,17,LA,2020-03-26
366,63,18,ME,2020-03-26
76,21,14,MD,2020-03-26
74,24,15,MA,2020-03-26
366,57,28,MI,2020-03-26
366,38,20,MN,2020-03-26
366,35,20,MS,2020-03-26
366,45,23,MO,2020-03-26
366,366,22,MT,2020-03-26
347,31,16,NE,2020-03-26
366,49,22,NV,2020-03-26
366,39,17,NH,2020-03-26
119,30,19,NJ,2020-03-26
366,31,17,NM,2020-03-26
174,38,23,NY,2020-03-26
227,37,20,NC,2020-03-26
366,38,16,ND,2020-03-26
212,36,21,OH,2020-03-26
366,45,21,OK,2020-03-26
366,64,24,OR,2020-03-26
81,24,16,PA,2020-03-26
63,20,13,RI,2020-03-26
366,42,21,SC,2020-03-26
154,25,14,SD,2020-03-26
366,56,27,TN,2020-03-26
129,33,20,TX,2020-03-26
366,44,20,UT,2020-03-26
366,139,17,VT,2020-03-26
95,24,16,VA,2020-03-26
366,366,54,WA,2020-03-26
366,42,18,WV,2020-03-26
366,55,24,WI,2020-03-26
366,68,17,WY,2020-03-26
366,33,19,AL,2020-03-27
366,58,15,AK,2020-03-27
366,47,23,AZ,2020-03-27
366,36,18,AR,2020-03-27
232,44,26,CA,2020-03-27
366,50,22,CO,2020-03-27
64,21,13,CT,2020-03-27
98,23,13,DE,2020-03-27
103,16,9,DC,2020-03-27
366,50,27,FL,2020-03-27
124,31,19,GA,2020-03-27
366,95,19,HI,2020-03-27
366,88,19,ID,2020-03-27
97,29,18,IL,2020-03-27
173,35,20,IN,2020-03-27
154,31,18,IA,2020-03-27
326,34,18,KS,2020-03-27
265,36,21,KY,2020-03-27
366,37,19,LA,2020-03-27
366,71,18,ME,2020-03-27
83,21,14,MD,2020-03-27
76,25,15,MA,2020-03-27
366,63,31,MI,2020-03-27
366,38,19,MN,2020-03-27
366,35,19,MS,2020-03-27
366,49,23,MO,2020-03-27
366,366,19,MT,2020-03-27
366,32,17,NE,2020-03-27
366,58,23,NV,2020-03-27
366,40,16,NH,2020-03-27
171,34,21,NJ,2020-03-27
366,30,17,NM,2020-03-27
366,60,28,NY,2020-03-27
366,38,20,NC,2020-03-27
366,38,16,ND,2020-03-27
366,38,22,OH,2020-03-27
366,50,22,OK,2020-03-27
366,71,24,OR,2020-03-27
91,26,16,PA,2020-03-27
83,20,13,RI,2020-03-27
366,48,22,SC,2020-03-27
201,24,14,SD,2020-03-27
366,69,26,TN,2020-03-27
135,35,21,TX,2020-03-27
366,49,22,UT,2020-03-27
366,297,18,VT,2020-03-27
79,25,16,VA,2020-03-27
366,366,72,WA,2020-03-27
366,45,18,WV,2020-03-27
366,60,25,WI,2020-03-27
366,75,16,WY,2020-03-27
366,34,19,AL,2020-03-28
366,63,14,AK,2020-03-28
366,52,24,AZ,2020-03-28
366,36,18,AR,2020-03-28
366,51,28,CA,2020-03-28
366,62,24,CO,2020-03-28
78,22,14,CT,2020-03-28
97,22,13,DE,2020-03-28
366,16,9,DC,2020-03-28
366,65,30,FL,2020-03-28
126,33,20,GA,2020-03-28
366,131,18,HI,2020-03-28
366,243,24,ID,2020-03-28
139,31,19,IL,2020-03-28
366,39,22,IN,2020-03-28
148,31,18,IA,2020-03-28
366,35,19,KS,2020-03-28
366,36,20,KY,2020-03-28
366,48,22,LA,2020-03-28
366,78,15,ME,2020-03-28
62,22,13,MD,2020-03-28
96,25,15,MA,2020-03-28
366,74,32,MI,2020-03-28
366,38,19,MN,2020-03-28
366,36,19,MS,2020-03-28
366,54,23,MO,2020-03-28
366,366,19,MT,2020-03-28
366,31,18,NE,2020-03-28
366,69,23,NV,2020-03-28
366,41,17,NH,2020-03-28
232,40,23,NJ,2020-03-28
366,31,16,NM,2020-03-28
366,60,28,NY,2020-03-28
366,40,20,NC,2020-03-28
366,37,16,ND,2020-03-28
366,40,22,OH,2020-03-28
366,56,23,OK,2020-03-28
366,77,23,OR,2020-03-28
160,28,18,PA,2020-03-28
77,20,13,RI,2020-03-28
366,57,23,SC,2020-03-28
167,24,14,SD,2020-03-28
366,90,28,TN,2020-03-28
165,37,22,TX,2020-03-28
366,52,22,UT,2020-03-28
366,366,19,VT,2020-03-28
84,26,16,VA,2020-03-28
366,366,80,WA,2020-03-28
366,47,18,WV,2020-03-28
366,66,24,WI,2020-03-28
366,87,16,WY,2020-03-28
359,36,19,AL,2020-03-29
366,68,13,AK,2020-03-29
366,55,23,AZ,2020-03-29
366,36,18,AR,2020-03-29
366,61,32,CA,2020-03-29
366,71,25,CO,2020-03-29
93,24,15,CT,2020-03-29
126,23,13,DE,2020-03-29
364,17,9,DC,2020-03-29
366,89,36,FL,2020-03-29
231,37,21,GA,2020-03-29
366,172,18,HI,2020-03-29
366,366,23,ID,2020-03-29
133,32,20,IL,2020-03-29
366,45,23,IN,2020-03-29
203,31,18,IA,2020-03-29
366,35,18,KS,2020-03-29
366,36,21,KY,2020-03-29
366,205,33,LA,2020-03-29
366,79,18,ME,2020-03-29
74,22,14,MD,2020-03-29
86,25,15,MA,2020-03-29
366,99,37,MI,2020-03-29
366,37,20,MN,2020-03-29
366,36,19,MS,2020-03-29
366,67,24,MO,2020-03-29
366,366,20,MT,2020-03-29
366,31,17,NE,2020-03-29
366,89,25,NV,2020-03-29
366,42,18,NH,2020-03-29
366,50,24,NJ,2020-03-29
366,32,17,NM,2020-03-29
366,60,28,NY,2020-03-29
366,43,22,NC,2020-03-29
366,36,16,ND,2020-03-29
366,41,22,OH,2020-03-29
366,68,24,OK,2020-03-29
366,87,23,OR,2020-03-29
125,32,19,PA,2020-03-29
79,20,13,RI,2020-03-29
366,70,25,SC,2020-03-29
176,24,14,SD,2020-03-29
366,132,30,TN,2020-03-29
296,39,23,TX,2020-03-29
366,56,22,UT,2020-03-29
366,366,19,VT,2020-03-29
98,26,17,VA,2020-03-29
366,366,84,WA,2020-03-29
366,49,19,WV,2020-03-29
366,72,25,WI,2020-03-29
366,104,16,WY,2020-03-29
366,38,20,AL,2020-03-30
366,73,14,AK,2020-03-30
366,59,23,AZ,2020-03-30
366,36,18,AR,2020-03-30
366,69,32,CA,2020-03-30
366,81,24,CO,2020-03-30
88,25,15,CT,2020-03-30
182,23,14,DE,2020-03-30
248,17,9,DC,2020-03-30
366,269,45,FL,2020-03-30
366,45,24,GA,2020-03-30
366,301,19,HI,2020-03-30
366,366,30,ID,2020-03-30
162,35,21,IL,2020-03-30
366,55,23,IN,2020-03-30
116,30,17,IA,2020-03-30
366,36,19,KS,2020-03-30
366,37,21,KY,2020-03-30
366,366,85,LA,2020-03-30
366,87,18,ME,2020-03-30
100,23,15,MD,2020-03-30
95,25,15,MA,2020-03-30
366,152,42,MI,2020-03-30
366,36,19,MN,2020-03-30
366,37,19,MS,2020-03-30
366,97,28,MO,2020-03-30
366,366,20,MT,2020-03-30
366,31,17,NE,2020-03-30
366,109,25,NV,2020-03-30
366,42,17,NH,2020-03-30
366,71,31,NJ,2020-03-30
366,32,17,NM,2020-03-30
366,102,35,NY,2020-03-30
366,48,23,NC,2020-03-30
366,36,16,ND,2020-03-30
366,43,23,OH,2020-03-30
366,84,27,OK,2020-03-30
366,94,23,OR,2020-03-30
237,38,23,PA,2020-03-30
76,20,13,RI,2020-03-30
366,88,26,SC,2020-03-30
359,24,14,SD,2020-03-30
366,231,37,TN,2020-03-30
366,44,25,TX,2020-03-30
366,60,23,UT,2020-03-30
366,366,19,VT,2020-03-30
107,27,17,VA,2020-03-30
366,366,112,WA,2020-03-30
366,53,19,WV,2020-03-30
366,83,24,WI,2020-03-30
366,136,15,WY,2020-03-30
366,42,20,AL,2020-03-31
366,75,15,AK,2020-03-31
366,65,22,AZ,2020-03-31
366,36,18,AR,2020-03-31
366,84,38,CA,2020-03-31
366,83,23,CO,2020-03-31
95,25,15,CT,2020-03-31
170,24,13,DE,2020-03-31
366,17,9,DC,2020-03-31
366,366,50,FL,2020-03-31
366,52,25,GA,2020-03-31
366,366,19,HI,2020-03-31
366,366,35,ID,2020-03-31
216,38,22,IL,2020-03-31
366,70,29,IN,2020-03-31
228,29,17,IA,2020-03-31
366,36,18,KS,2020-03-31
366,38,20,KY,2020-03-31
366,366,366,LA,2020-03-31
366,94,18,ME,2020-03-31
118,26,16,MD,2020-03-31
162,27,16,MA,2020-03-31
366,346,37,MI,2020-03-31
366,36,19,MN,2020-03-31
366,38,20,MS,2020-03-31
366,157,29,MO,2020-03-31
366,366,19,MT,2020-03-31
299,31,17,NE,2020-03-31
366,146,24,NV,2020-03-31
366,42,16,NH,2020-03-31
366,110,36,NJ,2020-03-31
366,33,17,NM,2020-03-31
366,366,54,NY,2020-03-31
366,53,26,NC,2020-03-31
366,36,15,ND,2020-03-31
366,44,23,OH,2020-03-31
366,110,25,OK,2020-03-31
366,105,22,OR,2020-03-31
366,46,25,PA,2020-03-31
72,19,12,RI,2020-03-31
366,124,26,SC,2020-03-31
227,25,14,SD,2020-03-31
366,358,35,TN,2020-03-31
366,52,27,TX,2020-03-31
366,65,21,UT,2020-03-31
366,366,23,VT,2020-03-31
118,28,17,VA,2020-03-31
366,366,235,WA,2020-03-31
366,56,19,WV,2020-03-31
366,93,25,WI,2020-03-31
366,146,15,WY,2020-03-31
366,48,21,AL,2020-04-01
366,84,15,AK,2020-04-01
366,74,26,AZ,2020-04-01
366,36,18,AR,2020-04-01
366,104,39,CA,2020-04-01
366,105,25,CO,2020-04-01
146,27,15,CT,2020-04-01
111,25,13,DE,2020-04-01
366,17,9,DC,2020-04-01
366,366,67,FL,2020-04-01
366,58,26,GA,2020-04-01
366,366,20,HI,2020-04-01
366,366,34,ID,2020-04-01
366,42,24,IL,2020-04-01
366,88,30,IN,2020-04-01
159,29,17,IA,2020-04-01
366,35,18,KS,2020-04-01
366,39,20,KY,2020-04-01
366,366,366,LA,2020-04-01
366,98,18,ME,2020-04-01
139,28,17,MD,2020-04-01
110,29,17,MA,2020-04-01
366,366,46,MI,2020-04-01
366,36,20,MN,2020-04-01
366,39,19,MS,2020-04-01
366,268,35,MO,2020-04-01
366,366,18,MT,2020-04-01
366,31,17,NE,2020-04-01
366,194,25,NV,2020-04-01
366,43,16,NH,2020-04-01
366,366,45,NJ,2020-04-01
366,34,17,NM,2020-04-01
366,366,72,NY,2020-04-01
366,59,26,NC,2020-04-01
366,35,16,ND,2020-04-01
366,43,23,OH,2020-04-01
366,148,29,OK,2020-04-01
366,123,23,OR,2020-04-01
366,69,30,PA,2020-04-01
92,20,12,RI,2020-04-01
366,181,26,SC,2020-04-01
257,24,14,SD,2020-04-01
366,366,32,TN,2020-04-01
366,64,32,TX,2020-04-01
366,71,21,UT,2020-04-01
366,366,24,VT,2020-04-01
199,29,18,VA,2020-04-01
366,366,268,WA,2020-04-01
366,61,18,WV,2020-04-01
366,107,26,WI,2020-04-01
366,151,13,WY,2020-04-01
366,54,21,AL,2020-04-02
366,95,16,AK,2020-04-02
366,86,27,AZ,2020-04-02
366,36,19,AR,2020-04-02
366,133,39,CA,2020-04-02
366,171,30,CO,2020-04-02
366,31,17,CT,2020-04-02
354,26,14,DE,2020-04-02
366,18,8,DC,2020-04-02
366,366,107,FL,2020-04-02
366,65,27,GA,2020-04-02
366,366,16,HI,2020-04-02
366,366,33,ID,2020-04-02
366,47,24,IL,2020-04-02
366,113,28,IN,2020-04-02
195,30,17,IA,2020-04-02
366,36,17,KS,2020-04-02
366,40,20,KY,2020-04-02
366,366,366,LA,2020-04-02
366,105,17,ME,2020-04-02
245,31,18,MD,2020-04-02
329,31,18,MA,2020-04-02
366,366,61,MI,2020-04-02
366,36,20,MN,2020-04-02
366,39,19,MS,2020-04-02
366,366,36,MO,2020-04-02
366,366,19,MT,2020-04-02
294,30,16,NE,2020-04-02
366,315,25,NV,2020-04-02
366,43,16,NH,2020-04-02
366,366,58,NJ,2020-04-02
366,36,17,NM,2020-04-02
366,366,224,NY,2020-04-02
366,68,26,NC,2020-04-02
366,35,15,ND,2020-04-02
366,41,21,OH,2020-04-02
366,212,27,OK,2020-04-02
366,137,24,OR,2020-04-02
366,144,35,PA,2020-04-02
105,21,13,RI,2020-04-02
366,270,28,SC,2020-04-02
366,25,14,SD,2020-04-02
366,295,35,TN,2020-04-02
366,83,35,TX,2020-04-02
366,74,20,UT,2020-04-02
366,366,23,VT,2020-04-02
339,30,18,VA,2020-04-02
366,366,172,WA,2020-04-02
366,63,19,WV,2020-04-02
366,120,27,WI,2020-04-02
366,189,13,WY,2020-04-02
366,62,21,AL,2020-04-03
366,90,15,AK,2020-04-03
366,96,27,AZ,2020-04-03
366,35,17,AR,2020-04-03
366,133,39,CA,2020-04-03
366,254,29,CO,2020-04-03
366,33,17,CT,2020-04-03
366,26,14,DE,2020-04-03
366,18,8,DC,2020-04-03
366,366,161,FL,2020-04-03
366,75,28,GA,2020-04-03
366,366,18,HI,2020-04-03
366,366,29,ID,2020-04-03
366,55,28,IL,2020-04-03
366,171,34,IN,2020-04-03
237,29,17,IA,2020-04-03
366,35,17,KS,2020-04-03
366,42,22,KY,2020-04-03
366,366,366,LA,2020-04-03
366,122,16,ME,2020-04-03
366,34,19,MD,2020-04-03
366,32,18,MA,2020-04-03
366,366,54,MI,2020-04-03
366,36,19,MN,2020-04-03
366,40,20,MS,2020-04-03
366,366,40,MO,2020-04-03
366,366,19,MT,2020-04-03
366,30,16,NE,2020-04-03
366,324,24,NV,2020-04-03
366,44,16,NH,2020-04-03
366,366,72,NJ,2020-04-03
366,37,18,NM,2020-04-03
366,366,366,NY,2020-04-03
366,81,27,NC,2020-04-03
366,34,14,ND,2020-04-03
366,38,21,OH,2020-04-03
366,272,29,OK,2020-04-03
366,141,22,OR,2020-04-03
366,366,47,PA,2020-04-03
113,22,13,RI,2020-04-03
366,366,29,SC,2020-04-03
366,25,14,SD,2020-04-03
366,272,33,TN,2020-04-03
366,120,38,TX,2020-04-03
366,77,21,UT,2020-04-03
366,366,22,VT,2020-04-03
160,31,18,VA,2020-04-03
366,366,115,WA,2020-04-03
366,70,21,WV,2020-04-03
366,130,29,WI,2020-04-03
366,276,13,WY,2020-04-03
366,75,24,AL,2020-04-04
366,91,14,AK,2020-04-04
366,95,26,AZ,2020-04-04
366,35,17,AR,2020-04-04
366,136,40,CA,2020-04-04
366,286,28,CO,2020-04-04
366,35,16,CT,2020-04-04
366,26,14,DE,2020-04-04
366,18,8,DC,2020-04-04
366,366,208,FL,2020-04-04
366,88,30,GA,2020-04-04
366,366,19,HI,2020-04-04
366,366,35,ID,2020-04-04
366,63,28,IL,2020-04-04
366,271,34,IN,2020-04-04
275,29,17,IA,2020-04-04
366,35,18,KS,2020-04-04
366,43,22,KY,2020-04-04
366,366,366,LA,2020-04-04
366,118,16,ME,2020-04-04
366,41,21,MD,2020-04-04
366,36,18,MA,2020-04-04
366,366,58,MI,2020-04-04
366,36,18,MN,2020-04-04
366,42,20,MS,2020-04-04
366,366,39,MO,2020-04-04
366,366,17,MT,2020-04-04
366,30,16,NE,2020-04-04
366,366,23,NV,2020-04-04
366,46,15,NH,2020-04-04
366,366,68,NJ,2020-04-04
366,38,17,NM,2020-04-04
366,366,366,NY,2020-04-04
366,86,26,NC,2020-04-04
366,34,15,ND,2020-04-04
366,36,20,OH,2020-04-04
366,275,30,OK,2020-04-04
366,179,25,OR,2020-04-04
366,366,62,PA,2020-04-04
165,23,13,RI,2020-04-04
366,366,29,SC,2020-04-04
366,27,15,SD,2020-04-04
366,264,31,TN,2020-04-04
366,188,46,TX,2020-04-04
366,73,21,UT,2020-04-04
366,366,22,VT,2020-04-04
345,32,18,VA,2020-04-04
366,366,249,WA,2020-04-04
366,76,18,WV,2020-04-04
366,133,27,WI,2020-04-04
366,282,15,WY,2020-04-04
366,93,27,AL,2020-04-05
366,103,15,AK,2020-04-05
366,98,25,AZ,2020-04-05
366,34,17,AR,2020-04-05
366,114,35,CA,2020-04-05
366,366,29,CO,2020-04-05
366,44,19,CT,2020-04-05
366,27,14,DE,2020-04-05
366,18,7,DC,2020-04-05
366,366,218,FL,2020-04-05
366,139,33,GA,2020-04-05
366,366,17,HI,2020-04-05
366,366,25,ID,2020-04-05
366,66,28,IL,2020-04-05
366,366,33,IN,2020-04-05
128,29,16,IA,2020-04-05
366,34,18,KS,2020-04-05
366,45,20,KY,2020-04-05
366,366,366,LA,2020-04-05
366,138,16,ME,2020-04-05
366,47,20,MD,2020-04-05
366,38,19,MA,2020-04-05
366,366,46,MI,2020-04-05
366,36,19,MN,2020-04-05
366,42,19,MS,2020-04-05
366,366,44,MO,2020-04-05
366,366,18,MT,2020-04-05
366,30,16,NE,2020-04-05
366,366,26,NV,2020-04-05
366,47,15,NH,2020-04-05
366,366,47,NJ,2020-04-05
366,38,17,NM,2020-04-05
366,366,366,NY,2020-04-05
366,89,25,NC,2020-04-05
366,33,14,ND,2020-04-05
229,33,19,OH,2020-04-05
366,366,26,OK,2020-04-05
366,180,22,OR,2020-04-05
366,366,88,PA,2020-04-05
218,24,14,RI,2020-04-05
366,366,27,SC,2020-04-05
366,28,14,SD,2020-04-05
366,224,28,TN,2020-04-05
366,305,46,TX,2020-04-05
366,68,21,UT,2020-04-05
366,366,22,VT,2020-04-05
171,33,17,VA,2020-04-05
366,366,110,WA,2020-04-05
366,83,21,WV,2020-04-05
366,129,25,WI,2020-04-05
366,355,14,WY,2020-04-05
366,103,26,AL,2020-04-06
366,112,14,AK,2020-04-06
366,89,23,AZ,2020-04-06
366,34,17,AR,2020-04-06
366,82,32,CA,2020-04-06
366,366,29,CO,2020-04-06
366,52,20,CT,2020-04-06
366,27,14,DE,2020-04-06
366,18,7,DC,2020-04-06
366,366,118,FL,2020-04-06
366,366,39,GA,2020-04-06
366,366,17,HI,2020-04-06
366,366,33,ID,2020-04-06
366,76,30,IL,2020-04-06
366,315,32,IN,2020-04-06
151,29,16,IA,2020-04-06
366,34,17,KS,2020-04-06
366,49,20,KY,2020-04-06
366,366,366,LA,2020-04-06
366,162,15,ME,2020-04-06
366,58,23,MD,2020-04-06
366,42,21,MA,2020-04-06
366,366,65,MI,2020-04-06
366,36,18,MN,2020-04-06
366,43,19,MS,2020-04-06
366,366,49,MO,2020-04-06
366,366,18,MT,2020-04-06
366,29,16,NE,2020-04-06
366,366,25,NV,2020-04-06
366,47,16,NH,2020-04-06
366,366,43,NJ,2020-04-06
366,40,16,NM,2020-04-06
366,366,366,NY,2020-04-06
366,95,29,NC,2020-04-06
366,33,14,ND,2020-04-06
162,30,17,OH,2020-04-06
366,366,24,OK,2020-04-06
366,152,22,OR,2020-04-06
366,366,112,PA,2020-04-06
366,26,14,RI,2020-04-06
366,366,30,SC,2020-04-06
366,29,15,SD,2020-04-06
366,186,27,TN,2020-04-06
366,366,53,TX,2020-04-06
366,65,19,UT,2020-04-06
366,366,24,VT,2020-04-06
291,34,18,VA,2020-04-06
366,366,94,WA,2020-04-06
366,96,20,WV,2020-04-06
366,132,28,WI,2020-04-06
366,366,13,WY,2020-04-06
366,130,26,AL,2020-04-07
366,113,14,AK,2020-04-07
366,84,23,AZ,2020-04-07
366,34,16,AR,2020-04-07
366,69,28,CA,2020-04-07
366,286,29,CO,2020-04-07
366,53,18,CT,2020-04-07
366,28,13,DE,2020-04-07
366,17,7,DC,2020-04-07
366,366,109,FL,2020-04-07
366,366,42,GA,2020-04-07
366,366,17,HI,2020-04-07
366,366,21,ID,2020-04-07
366,84,30,IL,2020-04-07
366,320,32,IN,2020-04-07
147,29,15,IA,2020-04-07
366,33,17,KS,2020-04-07
366,51,21,KY,2020-04-07
366,366,366,LA,2020-04-07
366,177,15,ME,2020-04-07
366,75,26,MD,2020-04-07
366,57,23,MA,2020-04-07
366,366,59,MI,2020-04-07
366,36,18,MN,2020-04-07
366,43,19,MS,2020-04-07
366,366,48,MO,2020-04-07
366,366,16,MT,2020-04-07
366,29,15,NE,2020-04-07
366,366,22,NV,2020-04-07
366,49,15,NH,2020-04-07
366,366,35,NJ,2020-04-07
366,41,15,NM,2020-04-07
366,366,366,NY,2020-04-07
366,98,28,NC,2020-04-07
366,33,15,ND,2020-04-07
175,29,17,OH,2020-04-07
366,366,28,OK,2020-04-07
366,154,21,OR,2020-04-07
366,366,85,PA,2020-04-07
366,28,14,RI,2020-04-07
366,366,29,SC,2020-04-07
366,32,15,SD,2020-04-07
366,158,24,TN,2020-04-07
366,366,63,TX,2020-04-07
366,63,19,UT,2020-04-07
366,366,18,VT,2020-04-07
366,34,18,VA,2020-04-07
366,366,93,WA,2020-04-07
366,101,19,WV,2020-04-07
366,117,25,WI,2020-04-07
366,366,13,WY,2020-04-07
366,165,26,AL,2020-04-08
366,105,13,AK,2020-04-08
366,82,24,AZ,2020-04-08
366,33,16,AR,2020-04-08
366,63,30,CA,2020-04-08
366,366,30,CO,2020-04-08
366,61,20,CT,2020-04-08
366,27,13,DE,2020-04-08
366,17,7,DC,2020-04-08
366,366,84,FL,2020-04-08
366,366,37,GA,2020-04-08
366,366,17,HI,2020-04-08
366,366,22,ID,2020-04-08
366,94,32,IL,2020-04-08
366,316,28,IN,2020-04-08
153,29,16,IA,2020-04-08
366,32,16,KS,2020-04-08
366,54,21,KY,2020-04-08
366,366,366,LA,2020-04-08
366,204,18,ME,2020-04-08
366,116,24,MD,2020-04-08
366,96,30,MA,2020-04-08
366,366,49,MI,2020-04-08
366,36,18,MN,2020-04-08
366,46,20,MS,2020-04-08
366,366,40,MO,2020-04-08
366,366,17,MT,2020-04-08
366,29,15,NE,2020-04-08
366,366,28,NV,2020-04-08
366,49,15,NH,2020-04-08
366,366,36,NJ,2020-04-08
366,42,16,NM,2020-04-08
366,366,366,NY,2020-04-08
366,95,28,NC,2020-04-08
366,32,14,ND,2020-04-08
105,28,16,OH,2020-04-08
366,366,28,OK,2020-04-08
366,174,19,OR,2020-04-08
366,366,148,PA,2020-04-08
366,30,15,RI,2020-04-08
366,366,29,SC,2020-04-08
366,36,15,SD,2020-04-08
366,130,24,TN,2020-04-08
366,366,78,TX,2020-04-08
366,62,18,UT,2020-04-08
366,366,18,VT,2020-04-08
366,34,18,VA,2020-04-08
366,366,62,WA,2020-04-08
366,98,20,WV,2020-04-08
366,109,22,WI,2020-04-08
366,366,13,WY,2020-04-08
366,225,26,AL,2020-04-09
366,105,13,AK,2020-04-09
366,81,23,AZ,2020-04-09
366,32,17,AR,2020-04-09
366,51,28,CA,2020-04-09
366,366,28,CO,2020-04-09
366,89,23,CT,2020-04-09
366,27,13,DE,2020-04-09
366,16,6,DC,2020-04-09
366,366,109,FL,2020-04-09
366,366,41,GA,2020-04-09
366,366,15,HI,2020-04-09
366,366,22,ID,2020-04-09
366,102,33,IL,2020-04-09
366,287,34,IN,2020-04-09
181,29,16,IA,2020-04-09
366,31,16,KS,2020-04-09
366,53,20,KY,2020-04-09
366,366,366,LA,2020-04-09
366,246,16,ME,2020-04-09
366,148,28,MD,2020-04-09
366,214,31,MA,2020-04-09
366,366,46,MI,2020-04-09
366,36,17,MN,2020-04-09
366,47,21,MS,2020-04-09
366,366,44,MO,2020-04-09
366,366,19,MT,2020-04-09
366,29,15,NE,2020-04-09
366,366,25,NV,2020-04-09
366,49,15,NH,2020-04-09
366,366,36,NJ,2020-04-09
366,41,16,NM,2020-04-09
366,366,366,NY,2020-04-09
366,107,28,NC,2020-04-09
366,33,14,ND,2020-04-09
142,27,17,OH,2020-04-09
366,366,25,OK,2020-04-09
366,193,21,OR,2020-04-09
366,366,140,PA,2020-04-09
366,33,16,RI,2020-04-09
366,366,29,SC,2020-04-09
366,40,16,SD,2020-04-09
366,114,27,TN,2020-04-09
366,366,78,TX,2020-04-09
366,59,18,UT,2020-04-09
366,366,19,VT,2020-04-09
366,35,18,VA,2020-04-09
366,366,49,WA,2020-04-09
366,98,19,WV,2020-04-09
366,99,22,WI,2020-04-09
366,366,12,WY,2020-04-09
