region,date,mean,median,lower_90,upper_90,lower_50,upper_50
AK,2020-04-19,1.0415229721253096,1.0515655810268392,0.3921073057326959,1.5844014027740783,0.8872421219807944,1.2593505958343987
AK,2020-04-20,1.0348641828774185,1.0520591251828222,0.3924548731745393,1.6038513134137071,0.8726637814968706,1.245971569436318
AK,2020-04-21,1.0354834372522899,1.0555199240853246,0.40915583851328496,1.6461316949223352,0.8528631384841183,1.218731266882155
AK,2020-04-22,1.0337781409015943,1.053749123692256,0.4296320140672567,1.6961166915396753,0.8554853106132093,1.2285110583466623
AK,2020-04-23,1.0330148839569198,1.0474094050434841,0.30421781796488423,1.6136034061712181,0.8580337113148928,1.2393426390033484
AL,2020-03-06,1.4553146888693183,1.4063007678779944,1.0607724127794307,1.8732769482831668,1.1595453789272188,1.475069829329312
AL,2020-03-07,1.4551149327422657,1.400335817145333,1.0688108928240831,1.8772876443280624,1.1451247975858132,1.4469398131238862
AL,2020-03-08,1.4533260669418104,1.3969748281822285,1.0721165206407388,1.8814943407117046,1.145548778961585,1.446754292295682
AL,2020-03-09,1.4504043941024518,1.3960102339839975,1.0786834329091277,1.8522382386498912,1.128316456980039,1.4336234508757195
AL,2020-03-10,1.449576193629744,1.395390959560617,1.0492506019370655,1.8214402167977788,1.1712585832510551,1.4751747987393216
AL,2020-03-11,1.4424616751301091,1.4003568763318859,1.0619949436789824,1.811677162880899,1.2084573361392759,1.502969481686794
AL,2020-03-12,1.4413269318180981,1.400498411100115,1.085491554171508,1.820405972224544,1.1855031315173437,1.4809590841215527
AL,2020-03-13,1.4341185199996274,1.3913441864401959,1.0783771860205418,1.7917955562236179,1.152472945264905,1.4379165066228774
AL,2020-03-14,1.4255044942882198,1.3806239125222668,1.0705828421728394,1.774705032910803,1.167989158575672,1.437824201424696
AL,2020-03-15,1.4122029741836317,1.368826361962956,1.0667811271965144,1.7403059418466678,1.1648701508230785,1.426459073035027
AL,2020-03-16,1.4005011881818894,1.3616660010173902,1.0642589708234276,1.729144180926653,1.162042817539049,1.4196003825178036
AL,2020-03-17,1.3830632101427882,1.3456704624534295,1.0588881472245986,1.6672491497539146,1.1808964981419847,1.4190541338233753
AL,2020-03-18,1.3673891504547004,1.324040183310442,1.075648053862537,1.6557521718494832,1.171920744655865,1.3950413349451125
AL,2020-03-19,1.3514428281201984,1.3105025376242687,1.0762933049748615,1.638541928729682,1.1564517760868038,1.3660992209351412
AL,2020-03-20,1.3322117628187566,1.2879977375126312,1.0685653507015838,1.616609384047683,1.1221963058827171,1.3264138973702424
AL,2020-03-21,1.315125280860434,1.2780580433985946,1.0594470330754644,1.5658954932485805,1.1075772919787865,1.304984458868201
AL,2020-03-22,1.2962895336576636,1.2632078750378448,1.0629203909931375,1.5410009899459387,1.105939177218066,1.2919802474387723
AL,2020-03-23,1.2772308534034,1.2461340449361442,1.0438671312564936,1.4916247298629592,1.1388932619330834,1.3122312004130918
AL,2020-03-24,1.2598186423586786,1.2309632871290273,1.0371820282297213,1.4795674111011885,1.0916151694584548,1.2510738183741439
AL,2020-03-25,1.240877212030087,1.2170520095483548,1.037952050614063,1.4621865593690233,1.0899167992132932,1.2469254928350724
AL,2020-03-26,1.2273596437838394,1.2004881425893825,1.0182615108175734,1.4346601798738072,1.0766329652437907,1.231807931849825
AL,2020-03-27,1.2147998291749114,1.1910608395312354,1.000346445867611,1.4074770297187889,1.0844253721826884,1.2379270619777871
AL,2020-03-28,1.2026751880997957,1.1799549817760546,1.0160988814165064,1.4055450943644874,1.0879438905822307,1.2307211111812424
AL,2020-03-29,1.1878810692737507,1.1665392963122434,1.0172001273519877,1.3932129092897954,1.0821982382066546,1.2212562169565784
AL,2020-03-30,1.1737818078153928,1.1560466305190036,0.9869522162140146,1.3665421083150637,1.074077144101994,1.2121030868995442
AL,2020-03-31,1.153879358263695,1.139482129667229,0.9978331786154726,1.3471607431818118,1.042301712464609,1.1710365834437406
AL,2020-04-01,1.1315142740974105,1.1147619117286567,0.9724678280516839,1.3297934028512923,1.0301225273311592,1.152085531777882
AL,2020-04-02,1.1121226228993566,1.0974876278484769,0.9429388777702383,1.3196856951354916,1.0262374694608294,1.152497466321298
AL,2020-04-03,1.0935185391052271,1.0838652822580506,0.9430318431408626,1.3019054459572303,1.0054978706583415,1.134305474870246
AL,2020-04-04,1.0758353119015562,1.070442940705937,0.9235955183788737,1.2601444561329822,1.0042964690790603,1.1261442995489546
AL,2020-04-05,1.0591115042753125,1.0589578780996463,0.8919854305831874,1.2229824930604904,0.9870616340416691,1.1089782056250717
AL,2020-04-06,1.0525384900283417,1.0518120369570636,0.8896590448433164,1.22791863693292,0.9995510717544716,1.119376039076804
AL,2020-04-07,1.0405943880240174,1.0419035591300991,0.880861131043759,1.224164180795385,0.972934638394931,1.0895659944501472
AL,2020-04-08,1.031047640465393,1.0314574787056203,0.8550229346090523,1.2193588033402722,0.9880188702211725,1.1086324657344349
AL,2020-04-09,1.0220893938465163,1.0272670091547917,0.8405575585646992,1.2158263629205994,0.956068537068402,1.0812305214775433
AL,2020-04-10,1.02600250635486,1.0264836230320589,0.8393551114428304,1.2076131069983527,0.9708050577632064,1.0953872498269357
AL,2020-04-11,1.0253176812355513,1.0226500564217949,0.8232641815649923,1.1807646950258397,0.9746004951945074,1.0971961515793924
AL,2020-04-12,1.0306640701799294,1.0308302320252885,0.8511172994260537,1.2237185015215768,0.9701400806452826,1.0935162617624372
AL,2020-04-13,1.0375599700936462,1.036059090140463,0.87478034716684,1.2551291520594692,0.9799256697703308,1.1026373649977075
AL,2020-04-14,1.0474351724101845,1.0433441605361362,0.854612936970526,1.2439827219116015,0.9727632485785057,1.0941072366520062
AL,2020-04-15,1.0546539174322969,1.0466189700184754,0.8494083007773585,1.2559558274743656,0.9737231966536483,1.1073290067405825
AL,2020-04-16,1.0598141388199795,1.0547387364231893,0.8556646532398536,1.2844717754984296,0.9831662929209992,1.1177177695386489
AL,2020-04-17,1.0712208828966427,1.0655264775617808,0.8561856902207701,1.3072702249012011,0.9951762919229221,1.1360022102019618
AL,2020-04-18,1.0772705974037842,1.0717506628410254,0.8579423920401474,1.3084509784405338,0.9913610122530799,1.1512191446625148
AL,2020-04-19,1.0852148675582007,1.0785845834496868,0.8396775449973031,1.346933541129767,0.9945208711726966,1.1622147307198571
AL,2020-04-20,1.089260614559797,1.0789737047040808,0.821913189923725,1.3740964068090753,0.9867477012900497,1.1642070852856583
AL,2020-04-21,1.0931259240137952,1.082692131306696,0.8312939740146492,1.4108610588343036,0.9808196789971206,1.1693568944632475
AL,2020-04-22,1.0934911284417075,1.0842042595515946,0.810153827668167,1.4151133489505694,0.9901981514493285,1.1809974062134883
AL,2020-04-23,1.0984547929569104,1.0809823136874859,0.7747865450854968,1.4145122005103645,1.0046162063264539,1.2098039680759742
AR,2020-03-06,1.299704048705478,1.252484712229191,0.9820014815347576,1.6112971500373003,1.0744098876847623,1.2990158627058714
AR,2020-03-07,1.2997176088508733,1.249006953899679,1.0057619467558234,1.643942200751772,1.0760293745134908,1.2957349639530253
AR,2020-03-08,1.298608504432481,1.2425857588622435,1.0107208559688865,1.6468088023934155,1.081352994768668,1.291884463252176
AR,2020-03-09,1.295528116944281,1.2426156752036395,0.9942436853597412,1.5954784446912385,1.0742157075956533,1.2822851039805547
AR,2020-03-10,1.2921498415106007,1.2380779163029092,0.9927783680826954,1.570913295053387,1.0764289208993691,1.2789125586719567
AR,2020-03-11,1.2929772547686442,1.239556766435721,1.0091578148310958,1.5815048378869112,1.099487052143602,1.302881170620423
AR,2020-03-12,1.2879622580432573,1.2379855743753247,1.022025002331707,1.591622697956214,1.0810247628738803,1.2772570250857649
AR,2020-03-13,1.2804379012572407,1.2351337960040678,1.02780108035964,1.572331954448194,1.1018128664979896,1.2908753945479228
AR,2020-03-14,1.2756333669113376,1.2279398990995685,1.0181446575837312,1.563075703268478,1.0783032297875623,1.266191201990346
AR,2020-03-15,1.2664202506388005,1.2259743879155471,1.0068469364016817,1.5349917608482904,1.0826012565203447,1.2691112737691708
AR,2020-03-16,1.2574558715299269,1.222996210249194,1.0124446816349375,1.5183768970730904,1.0756486777984862,1.263054642542698
AR,2020-03-17,1.2510925784382123,1.21658779009002,1.0187137586991775,1.5014977017599054,1.0833567676135718,1.2673312680528128
AR,2020-03-18,1.2427574174883842,1.2103398176129012,1.0077032247266646,1.4857610706639988,1.079740435282249,1.2578983135959938
AR,2020-03-19,1.2359602824990483,1.2083311320520786,0.9862629923170247,1.4658880571802593,1.0823023079550234,1.259967723898867
AR,2020-03-20,1.2281457842784378,1.2038792665269638,1.0072868326835123,1.488142545754274,1.086528645849573,1.2556937952471148
AR,2020-03-21,1.220477022555775,1.1969844679822894,0.999583135390086,1.4608028409098024,1.0820986228240548,1.2487233022301079
AR,2020-03-22,1.2155701167498805,1.191448313154012,0.9827386550916689,1.443294044992282,1.0810272592222032,1.249516744383021
AR,2020-03-23,1.2082638194457476,1.1879970292196647,0.9797052966767271,1.451455756735649,1.0695928061521753,1.2348362356426008
AR,2020-03-24,1.203193401818967,1.1868477369745993,0.9883713994504056,1.4569071932845474,1.0702781075662058,1.2341443338400193
AR,2020-03-25,1.1996126115390304,1.180826680257049,1.000948251983253,1.469705407480224,1.0790761041774186,1.2388982043064527
AR,2020-03-26,1.1964857965612485,1.1778416230183035,1.0001296723627793,1.450987387134791,1.0666908059029585,1.2249871262443943
AR,2020-03-27,1.1931965441423051,1.174921412576437,0.9846493037412873,1.4355089049082363,1.0818300001871144,1.246983327618589
AR,2020-03-28,1.1907752216112004,1.167978261568192,0.9883819528813819,1.4252150469376605,1.081043798492384,1.238141715351612
AR,2020-03-29,1.1888749206005709,1.1706920496267634,0.9876181269068425,1.4095958713782393,1.0657405502396369,1.2221573021979213
AR,2020-03-30,1.183716054510408,1.161851888567938,0.9975648321093675,1.4113315829565074,1.059633305889949,1.2090726242528609
AR,2020-03-31,1.1828315942743095,1.1613591855199499,0.9978724998159081,1.4091442542049644,1.0612547546640494,1.2141098458584512
AR,2020-04-01,1.179101516062719,1.1598625817737545,0.9965476363925253,1.4031645265532888,1.0589016637481936,1.211047917136465
AR,2020-04-02,1.1802761140522982,1.1603411611636756,0.9701656404129961,1.379455560493815,1.0701417950860082,1.219336508474037
AR,2020-04-03,1.1814222863629353,1.1563973239379104,0.9808258503388806,1.4064679535087794,1.0671351605215416,1.2188435430904354
AR,2020-04-04,1.1824172131599402,1.1591377835102525,0.9730606857759624,1.4043970267879526,1.05072496276724,1.2007084570277557
AR,2020-04-05,1.1810029159708575,1.1570462825177974,0.9734568413017334,1.4018871599596703,1.0370737339624332,1.1937562997988878
AR,2020-04-06,1.1810390023917423,1.1567259659342919,0.9588582714982739,1.3934310946379012,1.082935835561584,1.2369147830507141
AR,2020-04-07,1.1783881679803174,1.1601300698274388,0.9862757234395988,1.407040902588669,1.046097548482041,1.1997597388895702
AR,2020-04-08,1.177614640689661,1.157022209918582,0.9843179676955309,1.403806875593483,1.0654995526426898,1.2137309549599227
AR,2020-04-09,1.1809876457305628,1.159766178864064,0.966913510404859,1.3887613857033467,1.058489111765034,1.2110190571143087
AR,2020-04-10,1.1862429559287677,1.166808633138831,0.9642040769296862,1.4059107907672337,1.0751859283319196,1.2307752277391035
AR,2020-04-11,1.188768035752683,1.1735259150339479,0.9547973357571578,1.3971834916345165,1.079628184614268,1.2413154960657349
AR,2020-04-12,1.188605437711816,1.1725499082705344,0.956583188863934,1.4029244107170042,1.0669929516697336,1.2315809322548332
AR,2020-04-13,1.1921102442140077,1.1703245740274528,0.9395022506773416,1.406620149508612,1.048420770763065,1.2137468363438546
AR,2020-04-14,1.195238259130288,1.1658976809280157,0.9811879198706486,1.4588362994956152,1.066121177976581,1.230243928303719
AR,2020-04-15,1.1960634943953041,1.173043470467899,0.9376959297001766,1.4167846724108446,1.0410149733154574,1.2125352509568617
AR,2020-04-16,1.1966084787023061,1.1718822873656771,0.9787805348820816,1.4709754397262005,1.048046556668453,1.2251581231810131
AR,2020-04-17,1.1985682878472999,1.1752935777539335,0.951983395183748,1.4565874969481514,1.0304175881379707,1.2149303695918672
AR,2020-04-18,1.199194566381206,1.174749346428781,0.9631950773322571,1.4738132105975992,1.031037736420481,1.2190687722328
AR,2020-04-19,1.1977951534581823,1.1715049172798033,0.9206691004670888,1.4553335601003314,1.0306036894169261,1.220531611825726
AR,2020-04-20,1.1935681741701134,1.1744784861917785,0.9255853132580747,1.4639915091977471,1.044566978212727,1.2360353634185743
AR,2020-04-21,1.1881689772735782,1.1717415819427193,0.9468624441267036,1.5131729379504595,1.0513994443709094,1.2444389083630532
AR,2020-04-22,1.1890958878309,1.1682712990454864,0.9396949621569389,1.5124784171516894,1.049078050060016,1.2474693318676726
AR,2020-04-23,1.1865246864877315,1.165771107023874,0.894830491087556,1.4857530378875878,1.0464982943657508,1.24626923291789
AZ,2020-03-06,1.4381800495593093,1.378620844208013,1.053644701787216,1.8194173174897046,1.1408914440654476,1.4263845559558126
AZ,2020-03-07,1.439872813875262,1.3828340772976566,1.0693713706194536,1.816559286514496,1.1217999893497268,1.4187161317788244
AZ,2020-03-08,1.4382510270624647,1.3895969978733782,1.061834779289581,1.8085579801406517,1.1363589271514334,1.4282720392323112
AZ,2020-03-09,1.4372767601031595,1.387863753866541,1.0932676856992631,1.8229690701262844,1.2263399249049027,1.5128774337628983
AZ,2020-03-10,1.4356076473724555,1.3884777710913205,1.112258323292398,1.8339287923768097,1.195723409543622,1.4697760459581592
AZ,2020-03-11,1.4287398609570519,1.3877320538049953,1.1092242526749005,1.7940008968675092,1.1605969415631017,1.426622503906902
AZ,2020-03-12,1.4217323909166948,1.382368641946772,1.086644304905765,1.7566352870965687,1.2117524998765026,1.4673368116107788
AZ,2020-03-13,1.4170500024330792,1.3769231732491247,1.0921077102283596,1.7651315692095717,1.2216944628878685,1.4748330978411777
AZ,2020-03-14,1.4077763031734758,1.3714009509243388,1.1072980497068048,1.7388885943113834,1.1955428639877033,1.4478864067727035
AZ,2020-03-15,1.39225880245744,1.3520642732218409,1.0463274894269148,1.667466205270923,1.1193987724516554,1.3754927392726364
AZ,2020-03-16,1.3736401178737863,1.3316526664754966,1.0753007146120832,1.6700088568146532,1.1284886983229065,1.3656545270526381
AZ,2020-03-17,1.357378229361711,1.3182683724453335,1.0858189350283314,1.6427236340920426,1.1286170057431058,1.3545163827366207
AZ,2020-03-18,1.3333591586694746,1.2925735214012612,1.0744402654758773,1.6141992569158208,1.1139982165458484,1.3194882908953784
AZ,2020-03-19,1.3091323553442107,1.2756667123037801,1.0486471543003124,1.5505405066023772,1.1231857474683598,1.3146811797996012
AZ,2020-03-20,1.289074580192951,1.2544692421092645,1.031976971381697,1.5077308734613188,1.1205326431719171,1.2991853809453315
AZ,2020-03-21,1.2643684558280384,1.233880578636712,1.0311770717871533,1.4884374556398945,1.1116223138282426,1.2792359563628228
AZ,2020-03-22,1.2385540561562611,1.2114216602805563,1.035175377858918,1.4579327746634974,1.0741326369297681,1.2360034461433618
AZ,2020-03-23,1.2129251182115242,1.1874100876246798,1.0071264952800796,1.4218980316043197,1.073480300113186,1.2253274896645532
AZ,2020-03-24,1.1924174349154302,1.1720703292002788,0.987458397393,1.3600480796754677,1.0696685389672582,1.202185012177992
AZ,2020-03-25,1.1762382567648597,1.1558015615431319,1.0031873592122635,1.3724420585253245,1.0648133706465543,1.2004243611889291
AZ,2020-03-26,1.157457703278626,1.141197690955472,0.9954600431740118,1.352142595420588,1.0533725561072884,1.1814174037633862
AZ,2020-03-27,1.1414211898492808,1.1220524440518056,0.9674211457603865,1.323086045697642,1.0458126077810013,1.1641432081395755
AZ,2020-03-28,1.124841110270047,1.1113810138278986,0.9605565613510189,1.290110147326621,1.0321810184072349,1.1545055276937575
AZ,2020-03-29,1.112210487770055,1.0982715484070753,0.9600833695338901,1.2967582369158235,1.0182663638449614,1.1371268249703126
AZ,2020-03-30,1.0999009566458378,1.0897611265820073,0.9309762439997536,1.2858300829525648,1.0163945559527894,1.1373620318292312
AZ,2020-03-31,1.0890986063710664,1.077135130167208,0.9456074743919634,1.2861635258534703,1.0052025432310712,1.1165619920908254
AZ,2020-04-01,1.0759837375367127,1.0688750383542032,0.9103963083638936,1.2403186658580827,1.0240574111966558,1.1402899623722114
AZ,2020-04-02,1.0640483728898296,1.0591810452300578,0.8852272881045838,1.2220137254718493,0.9848790690154527,1.0950559303412057
AZ,2020-04-03,1.0561446447638922,1.0490339447976884,0.8717924582859033,1.2187023067454055,0.9945905824673338,1.1024441386933674
AZ,2020-04-04,1.0552697950505092,1.048736960677611,0.8937268662068267,1.22228054682137,0.9901552605379762,1.096060112576351
AZ,2020-04-05,1.0519418688047368,1.04660790213936,0.8736333414994013,1.2192083357492876,0.985110307401237,1.0947397352301949
AZ,2020-04-06,1.0567557043230633,1.0501573477032258,0.901020910627323,1.2363069395353063,0.9855754686180027,1.102348102186391
AZ,2020-04-07,1.0595968855482611,1.0505139629094677,0.9002022389621721,1.2381286238281408,0.9945653194441345,1.1077230949178125
AZ,2020-04-08,1.0604673211014928,1.052478028203216,0.8889218276038446,1.2259391329194715,0.9793450170439376,1.0941676856853455
AZ,2020-04-09,1.0598488802353656,1.0497723657319775,0.8795447091686308,1.2277090469572889,0.98432984085345,1.0959955280418059
AZ,2020-04-10,1.0617334881406881,1.0526553576469737,0.9003480868439984,1.2439057117994283,0.9841235500573525,1.0989077298088723
AZ,2020-04-11,1.0616664938625442,1.0566692482477096,0.9045886626325987,1.2447567937400477,0.9960082547167236,1.1148676318082238
AZ,2020-04-12,1.0656937503617647,1.057372371508536,0.8848358604190543,1.2437227246595153,0.9788921143201473,1.093455321010859
AZ,2020-04-13,1.0688403030180968,1.060997005087318,0.8827267817868476,1.2503934587665215,0.9987439796508828,1.1220164446782137
AZ,2020-04-14,1.0706051743372427,1.0581441982373643,0.8712709054354146,1.2624854203802751,0.9769459286690132,1.105047327307907
AZ,2020-04-15,1.0630342248663345,1.0587811427093192,0.8601935084778208,1.2610883057490287,0.9868037331037083,1.1151282935648579
AZ,2020-04-16,1.065144570462891,1.057112343756976,0.886511679650869,1.3029024667583613,0.9768256123161337,1.110871595043852
AZ,2020-04-17,1.0646958202756374,1.0593523758156072,0.8279182486446224,1.275074295925395,1.0005762358042327,1.1416800263981584
AZ,2020-04-18,1.072876166606546,1.0623789632331009,0.8461599817485754,1.3341789929998482,0.9781440015379625,1.1350689797217126
AZ,2020-04-19,1.0778884355229572,1.07050127437807,0.8663228580206954,1.368571182522289,0.9669562024567425,1.1272501159614263
AZ,2020-04-20,1.0826542985229355,1.07153554208016,0.8350551504473372,1.3849566165750267,0.979079432088294,1.1462779096210838
AZ,2020-04-21,1.0822663332103573,1.0721258143533459,0.768483696135664,1.3723557028017321,0.9562645468557008,1.1311233901886735
AZ,2020-04-22,1.0800373133553895,1.0733571317877049,0.7674158271039896,1.384126061226881,0.9791940560389852,1.166962307904298
AZ,2020-04-23,1.082084712077978,1.0716395362260744,0.7848166715092366,1.4116740373631549,0.9744226311446648,1.1668940439228916
CA,2020-03-06,1.5585152249576677,1.51746532704308,1.1748285803225031,1.91905611800376,1.286219967824733,1.5905936483225471
CA,2020-03-07,1.559669748126542,1.5197411919257302,1.197878072627854,1.9464462256528692,1.2835359167175242,1.582866055425494
CA,2020-03-08,1.5578633472753656,1.5135538321506623,1.207517861706625,1.9425659139317974,1.3082636752591925,1.603000465723651
CA,2020-03-09,1.5547603912818757,1.5180033836562197,1.1932247631854325,1.9155125240377244,1.3044108850226688,1.5950320821399964
CA,2020-03-10,1.5478437675280932,1.508071820233014,1.1863556803731954,1.9013346694863997,1.294717130103622,1.5840255280610644
CA,2020-03-11,1.5362926126593182,1.5009136748112386,1.1978563969949152,1.9069174344898578,1.3272291159596603,1.6121501398078457
CA,2020-03-12,1.527732305611218,1.4918116787204552,1.1632238823686638,1.857028914788061,1.2724228843615017,1.5461771643210043
CA,2020-03-13,1.5179668159719357,1.4803096978222268,1.1614952016849998,1.8460308486470218,1.3228635673490365,1.5946143671746795
CA,2020-03-14,1.499336172527448,1.463022200170274,1.1917242425456775,1.8493103159409152,1.2700890009993384,1.5205044729545987
CA,2020-03-15,1.4814603990287067,1.450025923685937,1.176504603293627,1.81977600770849,1.28675805971313,1.5373166609002968
CA,2020-03-16,1.46103153779076,1.4255399560991164,1.1780365849409808,1.7834005663989894,1.2163257012326523,1.456080951050287
CA,2020-03-17,1.4417797008057363,1.412896451693048,1.1465188401901147,1.742882405715285,1.238006940916842,1.4780722315638275
CA,2020-03-18,1.4173226870369953,1.3920670262745927,1.1377088885954438,1.6977359620886374,1.2316356009192806,1.4490154828342283
CA,2020-03-19,1.3877985845344396,1.3592094193471187,1.1250274375846734,1.6368962113802943,1.2027276507305662,1.4005087779046965
CA,2020-03-20,1.3638442009494205,1.3419115944067384,1.130291356922302,1.6051245869285118,1.1868543166163945,1.382205447018313
CA,2020-03-21,1.3393114571314326,1.3224732455129073,1.1188318161902768,1.5675525840699902,1.200306674295428,1.3787309894958393
CA,2020-03-22,1.3108854430984964,1.2907110315972847,1.0987806275090706,1.5051071132973048,1.2025165316412751,1.372580378226462
CA,2020-03-23,1.2804166513068456,1.261030294733327,1.0868440933512327,1.4655361534740725,1.162313217119724,1.312238251728751
CA,2020-03-24,1.2483299635574945,1.2287371370401985,1.085456684946071,1.4288197178067037,1.1294778902657767,1.2666029803042949
CA,2020-03-25,1.214223729691129,1.199458627607223,1.0605210342012137,1.3597338618035373,1.1080915157201099,1.2299724204083906
CA,2020-03-26,1.185329921840175,1.1710780457978691,1.0475304276194395,1.3305119369173282,1.1018350093156755,1.2153703494299923
CA,2020-03-27,1.149156471850612,1.1365591195399258,1.026711617614447,1.2760134218522414,1.0647334656259222,1.1658338905002592
CA,2020-03-28,1.125850038408519,1.1145623206629294,1.015410167030633,1.2417726189001326,1.051544885421567,1.140827895903209
CA,2020-03-29,1.10122539408341,1.0896154846680761,0.9913393891830181,1.2027665631034172,1.0297157906520136,1.108077253753759
CA,2020-03-30,1.0862707612115319,1.075079317321046,0.9812054965927401,1.196497437209227,1.0214701489387374,1.1022091411267352
